   0.00,-3.893498,-222.485611,5.828631,333.064636,63.106911,3606.109131,0.000000,0.000000,0.000000,1.000000,-0.022820,-0.000966,-0.061551,0.000000,0.000000,0.000000,-3.517195,0.000000,0.000000,0.000000,0.000000,0.000000,-129.393661,-372.566071,47.698006,-137.500153,-7857.151367,-392.394714,-22422.554688
   0.02,-3.551997,51.297985,5.202682,-83.349152,63.385063,-499.263519,0.000000,0.000000,0.000000,1.000000,-0.026064,-0.001206,-0.052226,0.000000,0.000000,0.000000,1.035287,0.000000,0.000000,0.000000,0.000000,0.000000,-129.387833,-372.516693,47.823055,-137.835846,1103.266602,-391.719360,3241.810547
   0.04,-3.866896,-25.322517,5.765028,44.041092,63.202179,60.872761,0.000000,0.000000,0.000000,1.000000,-0.021160,0.003284,-0.059937,0.000000,0.000000,0.000000,-0.588523,0.000000,0.000000,0.000000,0.000000,0.000000,-129.389038,-372.564392,47.708946,-137.522141,-139.683334,-392.329407,-497.975128
   0.06,-3.644715,16.313587,5.412386,-26.442526,63.516136,9.244312,0.000000,0.000000,0.000000,1.000000,-0.026462,0.005579,-0.054010,0.000000,0.000000,0.000000,0.422775,0.000000,0.000000,0.000000,0.000000,0.000000,-129.377487,-372.528900,47.805252,-137.732773,7.918609,-391.941284,93.317665
   0.08,-3.658553,-3.121283,5.392933,2.665870,63.548180,0.510440,0.000000,0.000000,0.000000,1.000000,-0.026692,0.004953,-0.054707,0.000000,0.000000,0.000000,-0.100198,0.000000,0.000000,0.000000,0.000000,0.000000,-129.396545,-372.560364,47.708439,-137.737991,-1.429429,-391.953308,-14.018163
   0.10,-3.674677,-0.475448,5.433867,1.958252,63.495892,-3.060809,0.000000,0.000000,0.000000,1.000000,-0.027382,0.007019,-0.054115,0.000000,0.000000,0.000000,0.048092,0.000000,0.000000,0.000000,0.000000,0.000000,-129.393967,-372.561462,47.713455,-137.719299,1.272319,-391.995331,-0.398705
   0.12,-3.730182,-3.103836,5.319164,-6.834218,63.629673,8.081911,0.000000,0.000000,0.000000,1.000000,-0.027561,0.005548,-0.056162,0.000000,0.000000,0.000000,-0.123807,0.000000,0.000000,0.000000,0.000000,0.000000,-129.388611,-372.512817,47.810474,-137.658432,3.296372,-391.831970,9.391849
   0.14,-4.151613,-23.638357,5.812701,29.178427,63.823700,9.932696,0.000000,0.000000,0.000000,1.000000,-0.030833,0.016837,-0.059162,0.000000,0.000000,0.000000,-0.153741,0.000000,0.000000,0.000000,0.000000,0.000000,-129.402054,-372.519012,47.816463,-137.250443,22.842775,-392.331726,-29.899168
   0.16,-3.930524,16.010582,5.757311,-7.333451,63.401699,-25.533291,0.000000,0.000000,0.000000,1.000000,-0.023669,-0.008050,-0.046031,0.000000,0.000000,0.000000,0.772310,0.000000,0.000000,0.000000,0.000000,0.000000,-129.388397,-372.521149,47.823120,-137.457870,-15.116278,-392.278473,7.314344
   0.18,-3.750210,8.016451,5.494363,-13.977967,63.324741,-0.749974,0.000000,0.000000,0.000000,1.000000,-0.022045,-0.008453,-0.044767,0.000000,0.000000,0.000000,-0.038102,0.000000,0.000000,0.000000,0.000000,0.000000,-129.402634,-372.559967,47.702530,-137.652435,-8.958524,-392.054321,11.763759
   0.20,-3.860231,-7.432168,5.599097,7.981647,63.470154,8.416422,0.000000,0.000000,0.000000,1.000000,-0.027666,-0.008528,-0.051011,0.000000,0.000000,0.000000,-0.351386,0.000000,0.000000,0.000000,0.000000,0.000000,-129.389877,-372.557556,47.704124,-137.529648,8.296215,-392.156647,-7.527703
   0.22,-3.662096,12.383772,5.408570,-12.027516,63.560776,3.976052,0.000000,0.000000,0.000000,1.000000,-0.027723,0.005193,-0.054069,0.000000,0.000000,0.000000,-0.124507,0.000000,0.000000,0.000000,0.000000,0.000000,-129.394058,-372.560791,47.715816,-137.731964,-12.746103,-391.969360,11.777464
   0.24,-3.625948,0.296482,5.407824,1.675599,63.467636,-5.890273,0.000000,0.000000,0.000000,1.000000,-0.026948,0.003596,-0.055022,0.000000,0.000000,0.000000,-0.036685,0.000000,0.000000,0.000000,0.000000,0.000000,-129.409470,-372.561523,47.702675,-137.783524,-1.125384,-391.969360,-1.682493
   0.26,-3.687388,-3.553211,5.404824,-0.410814,63.502666,2.843202,0.000000,0.000000,0.000000,1.000000,-0.027768,0.002316,-0.054165,0.000000,0.000000,0.000000,0.054204,0.000000,0.000000,0.000000,0.000000,0.000000,-129.381577,-372.528412,47.806221,-137.694183,5.265924,-391.933228,2.305088
   0.28,-3.670846,1.452856,5.392206,-0.662317,63.425083,-4.839503,0.000000,0.000000,0.000000,1.000000,-0.027000,0.005554,-0.054146,0.000000,0.000000,0.000000,-0.006654,0.000000,0.000000,0.000000,0.000000,0.000000,-129.393036,-372.561188,47.687473,-137.722198,-2.353139,-391.953400,-1.481990
   0.30,-3.638356,1.649008,5.227897,-9.294471,63.425644,0.723400,0.000000,0.000000,0.000000,1.000000,-0.026494,0.001910,-0.051799,0.000000,0.000000,0.000000,0.135084,0.000000,0.000000,0.000000,0.000000,0.000000,-129.390091,-372.521515,47.797211,-137.751740,-1.351896,-391.749420,11.867683
   0.32,-4.058635,-24.251490,5.839293,36.264713,63.236382,-10.918337,0.000000,0.000000,0.000000,1.000000,-0.023773,0.001967,-0.061964,0.000000,0.000000,0.000000,-0.600199,0.000000,0.000000,0.000000,0.000000,0.000000,-129.391861,-372.583618,47.711754,-137.333221,24.108446,-392.422913,-40.180664
   0.34,-3.581533,30.727468,5.182564,-42.708054,63.393520,10.539123,0.000000,0.000000,0.000000,1.000000,-0.026054,0.000998,-0.052294,0.000000,0.000000,0.000000,0.638358,0.000000,0.000000,0.000000,0.000000,0.000000,-129.392456,-372.551239,47.690327,-137.810913,-30.740726,-391.733795,45.118229
   0.36,-3.625183,-6.883955,5.195398,6.834520,63.453484,1.920883,0.000000,0.000000,0.000000,1.000000,-0.025972,0.002557,-0.051745,0.000000,0.000000,0.000000,-0.059822,0.000000,0.000000,0.000000,0.000000,0.000000,-129.384399,-372.516327,47.816162,-137.759216,7.345630,-391.711731,-5.184643
   0.38,-3.661754,-1.106352,5.368605,8.921145,63.472786,0.828581,0.000000,0.000000,0.000000,1.000000,-0.027007,0.002730,-0.054354,0.000000,0.000000,0.000000,-0.140545,0.000000,0.000000,0.000000,0.000000,0.000000,-129.394424,-372.577484,47.703213,-137.732666,0.467785,-391.946075,-12.650451
   0.40,-3.724256,-3.413474,5.384490,-0.366714,63.497311,1.283042,0.000000,0.000000,0.000000,1.000000,-0.026805,0.003500,-0.053750,0.000000,0.000000,0.000000,0.054561,0.000000,0.000000,0.000000,0.000000,0.000000,-129.377457,-372.513062,47.818707,-137.653198,4.474189,-391.897552,4.579946
   0.42,-3.788432,0.336141,5.643844,8.598536,63.552547,-3.321806,0.000000,0.000000,0.000000,1.000000,-0.029898,0.004165,-0.057895,0.000000,0.000000,0.000000,0.081571,0.000000,0.000000,0.000000,0.000000,0.000000,-129.376068,-372.520508,47.812672,-137.587646,-1.012356,-392.164337,-8.890535
   0.44,-3.583239,8.161604,5.205442,-20.005827,63.475830,2.385598,0.000000,0.000000,0.000000,1.000000,-0.027356,0.001653,-0.052662,0.000000,0.000000,0.000000,-0.038816,0.000000,0.000000,0.000000,0.000000,0.000000,-129.392654,-372.554230,47.711586,-137.809418,-8.409019,-391.759674,17.385099
   0.46,-3.600856,-2.172641,5.206007,2.890288,63.393841,-5.025901,0.000000,0.000000,0.000000,1.000000,-0.026826,0.002284,-0.051648,0.000000,0.000000,0.000000,0.063457,0.000000,0.000000,0.000000,0.000000,0.000000,-129.393494,-372.561829,47.702579,-137.792633,2.160411,-391.767822,-2.949194
   0.48,-3.612760,-0.369824,5.200924,-0.703387,63.398952,1.010082,0.000000,0.000000,0.000000,1.000000,-0.026542,0.001893,-0.051767,0.000000,0.000000,0.000000,-0.015835,0.000000,0.000000,0.000000,0.000000,0.000000,-129.384369,-372.511139,47.820168,-137.771606,0.892891,-391.712067,3.607348
   0.50,-3.692625,-4.510895,5.241088,2.395596,63.402779,0.074339,0.000000,0.000000,0.000000,1.000000,-0.025638,-0.005181,-0.051090,0.000000,0.000000,0.000000,0.040918,0.000000,0.000000,0.000000,0.000000,0.000000,-129.385132,-372.530731,47.820484,-137.692505,4.392534,-391.771820,-3.929816
   0.52,-3.694513,0.536498,5.372701,7.178503,63.478848,4.336173,0.000000,0.000000,0.000000,1.000000,-0.027383,0.002192,-0.054705,0.000000,0.000000,0.000000,-0.212375,0.000000,0.000000,0.000000,0.000000,0.000000,-129.387756,-372.510345,47.812325,-137.693237,-0.669357,-391.883057,-5.794974
   0.54,-3.717866,-1.411078,5.376349,-0.817026,63.487984,-0.097384,0.000000,0.000000,0.000000,1.000000,-0.026681,0.003144,-0.053756,0.000000,0.000000,0.000000,0.084519,0.000000,0.000000,0.000000,0.000000,0.000000,-129.388824,-372.520264,47.816235,-137.670959,1.368641,-391.896606,0.053578
   0.56,-3.689701,1.811003,5.379530,0.298488,63.449207,-2.201882,0.000000,0.000000,0.000000,1.000000,-0.026735,0.002131,-0.054610,0.000000,0.000000,0.000000,-0.060864,0.000000,0.000000,0.000000,0.000000,0.000000,-129.395813,-372.561371,47.694927,-137.706116,-2.204448,-391.940887,-2.537997
