-1.8823,0
-1.8699,-0.00037522
-1.8373,-0.0014964
-1.7984,-0.0033518
-1.7532,-0.005926
-1.702,-0.0092009
-1.6451,-0.013156
-1.5826,-0.017769
-1.5148,-0.023014
-1.4422,-0.028864
-1.3651,-0.035291
-1.2839,-0.042264
-1.1989,-0.049749
-1.1107,-0.057714
-1.0198,-0.066123
-0.92664,-0.07494
-0.83171,-0.084127
-0.73558,-0.093647
-0.63877,-0.10346
-0.54183,-0.11353
-0.44532,-0.12382
-0.34978,-0.13428
-0.25577,-0.14489
-0.16383,-0.15559
-0.07448,-0.16637
0.011755,-0.17717
0.094374,-0.18797
0.1729,-0.19873
0.24687,-0.20942
0.31587,-0.22001
0.37948,-0.23048
0.43734,-0.2408
0.48911,-0.25094
0.5345,-0.26089
0.57326,-0.27063
0.60515,-0.28013
0.63001,-0.2894
0.64771,-0.29841
0.65816,-0.30717
0.66132,-0.31566
0.65719,-0.32389
0.64584,-0.33185
0.62734,-0.33956
0.60185,-0.34702
0.56957,-0.35424
0.53071,-0.36123
0.48556,-0.36801
0.43445,-0.3746
0.37771,-0.38101
0.31576,-0.38727
0.24901,-0.39341
0.17795,-0.39945
0.10305,-0.40541
0.02484,-0.41134
-0.056132,-0.41726
-0.1393,-0.4232
-0.22409,-0.42919
-0.3099,-0.43527
-0.39612,-0.44148
-0.48214,-0.44785
-0.56735,-0.45441
-0.65114,-0.4612
-0.7329,-0.46824
-0.81203,-0.47558
-0.88795,-0.48325
-0.96009,-0.49127
-1.0279,-0.49967
-1.0909,-0.50848
-1.1485,-0.51773
-1.2004,-0.52744
-1.246,-0.53763
-1.285,-0.54831
-1.3171,-0.55951
-1.3419,-0.57123
-1.3591,-0.58349
-1.3686,-0.5963
-1.3702,-0.60965
-1.3637,-0.62354
-1.3492,-0.63799
-1.3265,-0.65297
-1.2957,-0.66848
-1.2569,-0.68451
-1.2103,-0.70104
-1.156,-0.71805
-1.0942,-0.73552
-1.0253,-0.75344
-0.94953,-0.77176
-0.86735,-0.79046
-0.77915,-0.80951
-0.68539,-0.82886
-0.58657,-0.8485
-0.48323,-0.86836
-0.37593,-0.88842
-0.26528,-0.90863
-0.15188,-0.92894
-0.03638,-0.94932
0.080563,-0.96971
0.19828,-0.99007
0.31608,-1.0103
0.4333,-1.0305
0.54924,-1.0505
0.66323,-1.0702
0.77459,-1.0897
0.88267,-1.1089
0.98684,-1.1277
1.0865,-1.1462
1.1809,-1.1642
1.2697,-1.1817
1.3523,-1.1987
1.4282,-1.2152
1.4968,-1.2311
1.5579,-1.2465
1.6111,-1.2611
1.6559,-1.2752
1.6923,-1.2886
1.7199,-1.3013
1.7386,-1.3133
1.7484,-1.3246
1.749,-1.3353
1.7407,-1.3452
1.7234,-1.3545
1.6973,-1.363
1.6625,-1.3709
1.6193,-1.3781
1.568,-1.3846
1.5089,-1.3906
1.4424,-1.3959
1.3691,-1.4007
1.2893,-1.4049
1.2036,-1.4086
1.1126,-1.4118
1.017,-1.4145
0.91723,-1.4169
0.81415,-1.4189
0.7084,-1.4206
0.60072,-1.4219
0.49184,-1.4231
0.38252,-1.424
0.27352,-1.4248
0.1656,-1.4255
0.059521,-1.4261
-0.043965,-1.4267
-0.14412,-1.4274
-0.24021,-1.428
-0.33154,-1.4288
-0.41743,-1.4297
-0.49724,-1.4308
-0.57036,-1.432
-0.63622,-1.4335
-0.69429,-1.4352
-0.74409,-1.4373
-0.78519,-1.4396
-0.81721,-1.4422
-0.83983,-1.4452
-0.85279,-1.4485
-0.85589,-1.4521
-0.84898,-1.4561
-0.83198,-1.4604
-0.80488,-1.465
-0.76773,-1.47
-0.72064,-1.4753
-0.66378,-1.4808
-0.5974,-1.4866
-0.5218,-1.4927
-0.43734,-1.499
-0.34444,-1.5054
-0.24357,-1.512
-0.13527,-1.5187
-0.020115,-1.5254
0.10127,-1.5321
0.22822,-1.5388
0.36002,-1.5454
0.49593,-1.5519
0.63518,-1.5581
0.77697,-1.5642
0.92048,-1.5698
1.0649,-1.5752
1.2093,-1.5801
1.3529,-1.5845
1.4948,-1.5884
1.6343,-1.5916
1.7704,-1.5943
1.9023,-1.5962
2.0293,-1.5973
2.1505,-1.5977
2.2653,-1.5972
2.3729,-1.5958
2.4727,-1.5934
2.5641,-1.59
2.6465,-1.5857
2.7194,-1.5802
2.7824,-1.5737
2.8351,-1.5661
2.8771,-1.5573
2.9083,-1.5474
2.9283,-1.5363
2.9372,-1.524
2.9348,-1.5106
2.9212,-1.496
2.8965,-1.4802
2.8608,-1.4633
2.8143,-1.4453
2.7575,-1.4261
2.6906,-1.4058
2.6141,-1.3844
2.5285,-1.362
2.4345,-1.3386
2.3325,-1.3142
2.2235,-1.2888
2.1084,-1.2626
1.9892,-1.2356
1.8744,-1.2077
1.7781,-1.1791
1.6611,-1.1498
1.5055,-1.1198
1.3432,-1.0892
1.1786,-1.0581
1.0136,-1.0265
0.84978,-0.99453
0.68834,-0.96219
0.53047,-0.92958
0.37733,-0.89676
0.23002,-0.86379
0.089592,-0.83072
-0.042936,-0.79762
-0.16659,-0.76453
-0.28047,-0.73151
-0.38371,-0.6986
-0.47552,-0.66584
-0.55518,-0.63327
-0.62205,-0.60093
-0.67556,-0.56883
-0.71523,-0.53699
-0.74065,-0.50545
